direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,signal_type,has_fvg,timestamp,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,exit_time,exit_price,pnl,exit_reason,ema_position
SHORT,0.3503,,0.3591,,TREND,30.9323,0.0028,17.7835,26.8041,3,BOS,True,2025-12-25 10:00:00,141.16834000627108,1.5387349060683577,ADAUSDT,9,0.0,0.01090000000000002,2025-12-25 19:00:00,0.3591,-1.2422813920551818,stop_loss,BELOW
SHORT,12.071,,12.549,,TREND,37.0152,0.1222,23.2613,32.2034,4,BOS,True,2025-12-25 23:00:00,2.0170669509929895,0.9641580025746485,AVAXUSDT,3,0.0,0.47799999999999976,2025-12-26 02:00:00,12.549,-0.9641580025746485,stop_loss,BELOW
SHORT,1.6832,,1.7386,,TREND,35.3833,0.0159,12.2523,42.973,4,BOS,True,2025-12-25 23:00:00,25.13849585533585,1.3926726703856034,DOTUSDT,3,0.4368231046931416,0.055399999999999894,2025-12-26 02:00:00,1.7386,-1.3926726703856034,stop_loss,BELOW
SHORT,0.1088,,0.1124,,TREND,31.4977,0.0012,17.35,35.413,4,BOS,True,2025-12-25 23:00:00,502.9095754170226,1.8104744715012844,HBARUSDT,3,0.0,0.003600000000000006,2025-12-26 02:00:00,0.1124,-1.8104744715012844,stop_loss,BELOW
SHORT,12.388,12.106,12.4279,7.06,RANGE,13.3247,0.1331,37.2854,21.03,3,SWEEP,False,2025-12-26 02:00:00,26.6226671272749,1.062244418378252,LINKUSDT,2,0.12531328320804158,0.03989999999999938,2025-12-26 04:00:00,12.4279,-1.062244418378252,stop_loss,
SHORT,154.26,148.17,154.7897,11.5,RANGE,11.3541,1.7657,24.5955,22.6133,4,SWEEP,False,2025-12-26 09:00:00,1.6344402485638712,0.8657629996643146,AAVEUSDT,1,0.0,0.5297000000000196,2025-12-26 10:00:00,154.7897,-0.8657629996643146,stop_loss,
SHORT,227.07,219.44,228.0096,8.12,RANGE,11.8822,3.1321,26.3854,20.6613,3,SWEEP,False,2025-12-26 02:00:00,1.1305283294787543,1.062244418378252,TAOUSDT,12,8.780332056194005,0.9396000000000129,2025-12-26 14:00:00,219.44,8.62593115392289,take_profit,
LONG,0.8921,,0.8833,,TREND,39.518,0.0082,38.4416,3.6364,5,BOS,True,2025-12-28 06:00:00,21.76442185851473,0.9728696570756076,AXSUSDT,6,0.1968680089485467,0.04469999999999996,2025-12-28 12:00:00,0.8833,-0.19152691235493027,stop_loss,ABOVE
LONG,1.4507,,1.4451,,TREND,32.8817,0.011,34.8081,8.0026,4,BOS,True,2025-12-27 23:00:00,54.53232903674204,1.8268330227308631,SUIUSDT,19,0.3731343283582067,0.033500000000000085,2025-12-28 18:00:00,1.4451,-0.3053810426057581,stop_loss,ABOVE
SHORT,0.2068,,0.2129,,TREND,30.7887,0.002,10.219,27.7372,4,BOS,True,2025-12-28 18:00:00,206.9683224381727,1.2625067668728522,ENAUSDT,7,0.06557377049180522,0.006099999999999994,2025-12-29 01:00:00,0.2129,-1.2625067668728522,stop_loss,BELOW
SHORT,0.7021,,0.7132,,TREND,30.7599,0.0059,8.5852,18.7424,3,BOS,True,2025-12-28 12:00:00,139.16524181402914,1.5447341841357234,VIRTUALUSDT,14,1.1261261261261222,0.011099999999999999,2025-12-29 02:00:00,0.7132,-1.5447341841357234,stop_loss,ABOVE
SHORT,0.3217,0.2991,0.3229,18.73,RANGE,21.6786,0.004,37.1226,8.1705,3,SWEEP,False,2025-12-26 12:00:00,879.0179915156315,1.054821589818788,WIFUSDT,63,10.333333333333009,0.0012000000000000344,2025-12-29 03:00:00,0.3229,-1.054821589818788,stop_loss,
LONG,0.3809,,0.3671,,TREND,32.647,0.0044,33.7705,15.4098,4,BOS,True,2025-12-29 03:00:00,90.38470088962126,1.7986555477034656,ADAUSDT,9,0.015075376884420429,0.01990000000000003,2025-12-29 12:00:00,0.3671,-1.2473088722767764,stop_loss,ABOVE
LONG,13.083,,12.649,,TREND,38.7619,0.1109,39.2397,12.1134,4,BOS,True,2025-12-29 03:00:00,1.7013568403976134,0.9578639011438573,AVAXUSDT,9,0.0,0.5630000000000006,2025-12-29 12:00:00,12.649,-0.738388868732566,stop_loss,ABOVE
LONG,90100.1,,87365.8,,TREND,31.1923,429.8214,45.7516,8.56,4,BOS,True,2025-12-29 03:00:00,0.0006578120717198054,1.7986555477034656,BTCUSDT,9,0.0031818015579845225,2734.300000000003,2025-12-29 12:00:00,87365.8,-1.7986555477034658,stop_loss,ABOVE
SHORT,0.3526,,0.3534,,TREND,35.1122,0.0048,4.4313,46.3811,4,BOS,True,2025-12-29 19:00:00,80.75523632029616,1.3647634938130029,ADAUSDT,13,0.1183431952662725,0.01689999999999997,2025-12-30 08:00:00,0.3534,-0.0646041890562343,stop_loss,BELOW
LONG,12.526,,12.368,,TREND,36.3186,0.0957,23.209,6.5672,4,BOS,True,2025-12-30 09:00:00,3.422514003719703,0.9446138650266374,LINKUSDT,10,0.028985507246380077,0.2759999999999998,2025-12-30 19:00:00,12.368,-0.5407572125877113,stop_loss,ABOVE
SHORT,0.204,,0.2049,,TREND,33.7802,0.0024,16.4671,22.7545,4,BOS,True,2025-12-30 18:00:00,354.7549848655591,1.773774924327797,ENAUSDT,11,0.39999999999999447,0.0050000000000000044,2025-12-31 05:00:00,0.2049,-0.3192794863790074,stop_loss,BELOW
SHORT,4333.4,,4342.8,,TREND,35.0514,23.1643,8.6648,32.7475,4,BOS,True,2025-12-31 06:00:00,0.029568819934724107,1.360165716997309,XAUTUSDT,7,0.3978260869565059,46.0,2025-12-31 13:00:00,4342.8,-0.27794690738642275,stop_loss,BELOW
SHORT,0.1067,,0.10734,,TREND,32.0994,0.0009,7.2998,40.0314,4,BOS,True,2025-12-31 17:00:00,490.67186494456456,1.7664187138004286,HBARUSDT,7,0.11388888888889125,0.003599999999999992,2026-01-01 00:00:00,0.10734,-0.31402999356452216,stop_loss,BELOW
SHORT,0.0352,,0.03596,,TREND,35.1958,0.0006,10.5143,29.4857,4,BOS,True,2025-12-30 21:00:00,648.4539686873,1.3617533342433283,ARCUSDT,29,0.4047619047619069,0.0020999999999999977,2026-01-01 02:00:00,0.03596,-0.49282501620234587,stop_loss,BELOW
SHORT,0.3712,,0.39544,,TREND,36.5955,0.0104,12.914,35.902,4,BOS,True,2025-12-31 12:00:00,19.617774764384244,0.9416531886904446,PIPPINUSDT,16,0.004791666666665672,0.04800000000000004,2026-01-01 04:00:00,0.39544,-0.47553486028867487,stop_loss,BELOW
SHORT,1.2667,,1.3109,,TREND,30.7826,0.0166,13.8422,29.5817,5,BOS,True,2025-12-31 17:00:00,17.57047792241803,1.2229052634002966,FILUSDT,18,0.0,0.0696000000000001,2026-01-01 11:00:00,1.3109,-0.7766151241708772,stop_loss,BELOW
SHORT,87555.8,,88000.0,,TREND,37.6592,334.6429,16.3991,34.5272,4,BOS,True,2026-01-01 04:00:00,0.0018793290432238176,0.9362817293341005,BTCUSDT,11,0.0,498.1999999999971,2026-01-01 15:00:00,88000.0,-0.8347979610000144,stop_loss,BELOW
SHORT,222.74,217.8,225.71,1.66,RANGE,22.5098,1.6143,30.7522,11.8584,4,SWEEP,False,2026-01-01 12:00:00,0.2876370512261613,0.8542820421416987,TAOUSDT,3,0.0,2.969999999999999,2026-01-01 15:00:00,225.71,-0.8542820421416987,stop_loss,
LONG,0.1947,,0.2005,,TREND,32.4522,0.0015,47.1963,8.4112,4,BOS,True,2026-01-01 15:00:00,174.21901553561904,1.742190155356192,ARBUSDT,23,0.8899999999999983,0.010000000000000009,2026-01-02 14:00:00,0.2005,1.0104702901065903,stop_loss,ABOVE
LONG,0.8442,,0.9085,,TREND,39.4664,0.008,46.6368,2.7803,5,BOS,True,2026-01-01 18:00:00,17.5386308857907,0.9277935738583271,AXSUSDT,36,1.5538752362948987,0.05289999999999995,2026-01-03 06:00:00,0.9085,1.1277339659563423,stop_loss,ABOVE
LONG,1.6837,,1.6921,,TREND,35.1068,0.0208,23.604,18.1569,4,BOS,True,2026-01-02 19:00:00,18.70891289107748,1.345170836868472,NEARUSDT,30,0.35605006954102975,0.07190000000000007,2026-01-04 01:00:00,1.6921,0.15715486828505013,stop_loss,ABOVE
LONG,0.1509,,0.15102,,TREND,36.3502,0.0017,50.5608,6.2123,4,BOS,True,2026-01-04 03:00:00,96.46343790143231,0.9356953476438948,DOGEUSDT,11,0.2030927835051543,0.009700000000000014,2026-01-04 14:00:00,0.15102,0.011575612548170067,stop_loss,ABOVE
LONG,0.0042,,0.006834,,TREND,36.0599,0.0,42.7896,6.8558,4,BOS,True,2026-01-01 09:00:00,4681.40864667051,0.9362817293341005,1000PEPEUSDT,82,14.455000000000027,0.00019999999999999966,2026-01-04 19:00:00,0.006834,12.330830375330125,stop_loss,ABOVE
LONG,0.3145,,0.3169,,TREND,36.4617,0.0028,33.5013,6.801,4,BOS,True,2026-01-04 03:00:00,124.75937968585254,0.9356953476438948,OPUSDT,25,1.2666666666666666,0.007500000000000007,2026-01-05 04:00:00,0.3169,0.29942251124604774,stop_loss,ABOVE
LONG,92371.2,,93754.0,,TREND,32.1368,332.2,31.358,20.2073,4,BOS,True,2026-01-05 00:00:00,0.0011757856410721443,1.8368123284829005,BTCUSDT,24,1.3016259121751457,1562.199999999997,2026-01-06 00:00:00,93754.0,1.6258763844745645,stop_loss,ABOVE
LONG,4385.8,,4426.1,,TREND,33.3687,8.9571,52.4721,9.8086,4,BOS,True,2026-01-05 00:00:00,0.040458421332221994,1.8368123284829005,XAUTUSDT,24,1.2246696035242024,45.400000000000546,2026-01-06 00:00:00,4426.1,1.6304743796885537,stop_loss,ABOVE
LONG,638.9,656.7,637.1921,10.42,RANGE,17.1312,5.6929,21.9573,22.9611,4,SWEEP,False,2026-01-06 08:00:00,0.5306347479670103,0.9062710860528542,BCHUSDT,3,0.29275718718894633,1.707899999999995,2026-01-06 11:00:00,637.1921,-0.9062710860528542,stop_loss,
LONG,0.8745,,1.0814,,TREND,30.8098,0.0149,35.4067,6.2679,4,BOS,True,2026-01-03 23:00:00,18.560315184927795,1.2157006446127707,VIRTUALUSDT,66,4.2763358778625955,0.0655,2026-01-06 17:00:00,1.0814,3.840129211761558,stop_loss,ABOVE
LONG,0.0811,,0.0787,,TREND,30.9309,0.0009,29.5008,20.9531,4,BOS,True,2026-01-06 11:00:00,534.7902037530138,1.2834964890072327,AXLUSDT,6,0.8708333333333313,0.0023999999999999994,2026-01-06 17:00:00,0.0787,-1.2834964890072327,stop_loss,ABOVE
LONG,0.0792,0.0804,0.0787,2.0,RANGE,19.4892,0.0014,25.5275,31.6521,4,SWEEP,False,2026-01-06 18:00:00,1822.9394504169259,0.9114697252084637,AXLUSDT,2,2.9199999999999755,0.0005000000000000004,2026-01-06 20:00:00,0.0804,2.187527340500298,take_profit,
LONG,14.619,,14.451,,TREND,32.4578,0.1751,29.0902,15.3815,4,BOS,True,2026-01-06 12:00:00,4.669872476096842,1.8539393730104472,AVAXUSDT,13,0.03274559193954633,0.39700000000000024,2026-01-07 01:00:00,14.451,-0.784538575984266,stop_loss,ABOVE
SHORT,5.865,,6.059,,TREND,39.7594,0.1115,18.8981,27.9308,4,BOS,True,2026-01-06 17:00:00,2.2334219724038284,0.9961061996921068,UNIUSDT,14,0.0,0.44599999999999973,2026-01-07 07:00:00,6.059,-0.4332838626463426,stop_loss,BELOW
LONG,0.1263,0.1336,0.1236,2.63,RANGE,17.7289,0.0023,19.3221,39.3095,5,SWEEP,False,2026-01-06 18:00:00,337.58137970683913,0.9114697252084637,HBARUSDT,20,0.9888888888888931,0.002699999999999994,2026-01-07 14:00:00,0.1236,-0.9114697252084637,stop_loss,
LONG,1.9033,1.982,1.8652,2.07,RANGE,14.3686,0.0326,17.1053,27.6316,5,SWEEP,False,2026-01-06 18:00:00,23.923089900484598,0.9114697252084637,APTUSDT,21,1.7506561679790011,0.03810000000000002,2026-01-07 15:00:00,1.8652,-0.9114697252084637,stop_loss,
LONG,0.2149,0.2239,0.2106,2.09,RANGE,20.6351,0.0035,14.0244,27.2358,5,SWEEP,False,2026-01-06 18:00:00,211.9697035368521,0.9114697252084637,ARBUSDT,21,1.697674418604652,0.004299999999999998,2026-01-07 15:00:00,0.2106,-0.9114697252084637,stop_loss,
LONG,0.3193,0.3339,0.3129,2.29,RANGE,21.703,0.0055,15.4345,28.0156,5,SWEEP,False,2026-01-06 18:00:00,142.4171445638233,0.9114697252084637,OPUSDT,21,1.8593750000000147,0.006399999999999961,2026-01-07 15:00:00,0.3129,-0.9114697252084637,stop_loss,
LONG,0.4077,0.4306,0.3995,2.81,RANGE,14.6313,0.0074,18.6654,29.3037,5,SWEEP,False,2026-01-06 18:00:00,111.15484453761772,0.9114697252084637,ADAUSDT,26,1.6219512195121955,0.008199999999999985,2026-01-07 20:00:00,0.3995,-0.9114697252084637,stop_loss,
LONG,82.47,84.53,80.8206,1.25,RANGE,15.4764,0.915,14.3638,25.1366,5,SWEEP,False,2026-01-06 18:00:00,0.552606842008284,0.9114697252084637,LTCUSDT,36,0.8730447435431052,1.6494,2026-01-08 06:00:00,80.8206,-0.9114697252084637,stop_loss,
LONG,0.146,0.1509,0.1434,1.91,RANGE,18.9231,0.0021,23.9334,21.436,4,SWEEP,False,2026-01-07 15:00:00,347.32299119681915,0.9030397771117267,DOGEUSDT,15,0.5961538461538466,0.002599999999999991,2026-01-08 06:00:00,0.1434,-0.9030397771117267,stop_loss,
LONG,0.9425,0.9953,0.9236,2.8,RANGE,21.9825,0.0137,18.3758,33.8365,4,SWEEP,False,2026-01-07 15:00:00,47.779882386863775,0.9030397771117267,AXSUSDT,16,0.7883597883597885,0.018900000000000028,2026-01-08 07:00:00,0.9236,-0.9030397771117267,stop_loss,
SHORT,162.11,,166.05,,TREND,31.7331,2.0386,6.7274,30.5186,4,BOS,True,2026-01-08 13:00:00,0.26064212852065044,1.8297077422149615,AAVEUSDT,12,0.0,7.019999999999982,2026-01-09 01:00:00,166.05,-1.0269299863713621,stop_loss,BELOW
LONG,0.0786,,0.07554,,TREND,32.0801,0.0009,38.5103,9.1125,4,BOS,True,2026-01-09 06:00:00,520.8769743001596,1.8230694100505604,AXLUSDT,8,0.0,0.003500000000000003,2026-01-09 14:00:00,0.07554,-1.5938835413584922,stop_loss,ABOVE
SHORT,0.1396,,0.14358,,TREND,39.0031,0.0014,12.5644,23.7899,3,BOS,True,2026-01-09 08:00:00,296.65330636917383,1.1866132254766963,DOGEUSDT,7,0.19500000000000056,0.0040000000000000036,2026-01-09 15:00:00,0.14358,-1.1806801593493153,stop_loss,BELOW
LONG,0.24,,0.2316,,TREND,39.5784,0.0034,22.8512,12.369,5,BOS,True,2026-01-09 16:00:00,114.44213461421779,0.9613139307594284,ENAUSDT,3,0.0,0.00839999999999999,2026-01-09 19:00:00,0.2316,-0.9613139307594284,stop_loss,ABOVE
SHORT,1.8373,1.7658,1.8446,9.8,RANGE,20.5756,0.0243,28.4959,18.3314,4,SWEEP,False,2026-01-09 16:00:00,120.497761936,0.8796336621328101,APTUSDT,52,8.671232876712217,0.007300000000000084,2026-01-11 20:00:00,1.7658,8.615589978423987,take_profit,
LONG,0.3767,0.3836,0.3753,4.89,RANGE,18.1697,0.0047,10.9256,19.2716,3,SWEEP,False,2026-01-11 20:00:00,788.9834086121267,1.1045767720569433,WIFUSDT,1,1.7142857142857766,0.0013999999999999568,2026-01-11 21:00:00,0.3753,-1.1045767720569433,stop_loss,
SHORT,0.3373,,0.33195,,TREND,31.792,0.0147,8.8974,50.7159,4,BOS,True,2026-01-11 02:00:00,18.007204835549032,1.7989197630713483,PIPPINUSDT,20,0.4257257257257259,0.09989999999999999,2026-01-11 22:00:00,0.33195,0.09633854587018671,stop_loss,BELOW
LONG,1.7986,1.8335,1.7772,1.63,RANGE,16.9879,0.0167,14.463,23.4489,3,SWEEP,False,2026-01-11 20:00:00,51.61573701200649,1.1045767720569433,SUIUSDT,3,0.0,0.021400000000000086,2026-01-11 23:00:00,1.7772,-1.1045767720569433,stop_loss,
SHORT,0.1184,0.1167,0.1191,2.38,RANGE,18.162,0.0016,17.1479,15.9668,4,SWEEP,False,2026-01-12 03:00:00,1281.556092054994,0.8970892644384859,HBARUSDT,1,0.0,0.0006999999999999923,2026-01-12 04:00:00,0.1191,-0.8970892644384859,stop_loss,
SHORT,0.071,,0.07048,,TREND,33.973,0.0009,8.8066,41.6461,4,BOS,True,2026-01-11 22:00:00,513.3598851765958,1.8480955866357478,AXLUSDT,16,0.44444444444444103,0.003600000000000006,2026-01-12 14:00:00,0.07048,0.26694714029182603,stop_loss,BELOW
LONG,0.0462,,0.04891,,TREND,31.3262,0.0008,38.4201,10.5925,3,BOS,True,2026-01-11 06:00:00,732.8932368068466,2.198679710420537,ARCUSDT,34,1.840000000000004,0.0029999999999999957,2026-01-12 16:00:00,0.04891,1.9861406717465573,stop_loss,ABOVE
LONG,0.0024,0.0025,0.0023,2.24,RANGE,17.543,0.0001,25.1068,16.9872,4,SWEEP,False,2026-01-12 14:00:00,8951.043167474256,0.8951043167474241,PUMPFUNUSDT,2,1.9600000000000033,9.999999999999983e-05,2026-01-12 16:00:00,0.0025,0.895104316747428,take_profit,
LONG,138.71,141.56,138.1826,5.4,RANGE,13.7111,1.7579,17.5538,27.0215,3,SWEEP,False,2026-01-12 21:00:00,2.0953909373178656,1.1051091803414426,SOLUSDT,5,0.9101251422070339,0.5274000000000001,2026-01-13 02:00:00,138.1826,-1.1051091803414426,stop_loss,
SHORT,13.033,,13.151,,TREND,32.6185,0.1333,12.1115,32.851,4,BOS,True,2026-01-12 21:00:00,6.33278845709157,1.8555070179278366,LINKUSDT,7,0.0,0.29300000000000104,2026-01-13 04:00:00,13.151,-0.7472690379368073,stop_loss,BELOW
SHORT,0.9936,,1.0118,,TREND,32.6292,0.0185,13.8384,21.724,4,BOS,True,2026-01-12 21:00:00,35.88988429260816,1.8555070179278366,VIRTUALUSDT,16,0.9767891682785325,0.05169999999999986,2026-01-13 13:00:00,1.0118,-0.6531958941254683,stop_loss,BELOW
LONG,0.3206,,0.3591,,TREND,30.8977,0.0039,23.9488,17.1846,4,BOS,True,2026-01-13 06:00:00,89.2511836378322,1.2762919260209986,OPUSDT,23,3.4965034965035007,0.01429999999999998,2026-01-14 05:00:00,0.3591,3.4361705700565377,stop_loss,ABOVE
LONG,168.83,,176.1,,TREND,32.5334,2.0757,25.9119,9.3599,4,BOS,True,2026-01-13 04:00:00,0.356582743139328,1.8435327820303313,AAVEUSDT,30,1.912959381044479,5.170000000000016,2026-01-14 10:00:00,176.1,2.592356542622908,stop_loss,ABOVE
LONG,0.1458,0.1509,0.1452,8.18,RANGE,14.7453,0.0021,18.3259,22.804,4,SWEEP,False,2026-01-15 00:00:00,1525.4625673533708,0.9152775404120487,DOGEUSDT,1,0.0,0.0006000000000000172,2026-01-15 01:00:00,0.1452,-0.9152775404120487,stop_loss,
LONG,0.4055,0.4277,0.4028,8.09,RANGE,15.8199,0.0091,12.5,26.1719,3,SWEEP,False,2026-01-15 00:00:00,414.3231664416627,1.118672549392504,WIFUSDT,1,0.0,0.0027000000000000357,2026-01-15 01:00:00,0.4028,-1.118672549392504,stop_loss,
LONG,0.0026,,0.002791,,TREND,31.7357,0.0001,28.7086,19.2102,4,BOS,True,2026-01-13 06:00:00,9217.663910151652,1.8435327820303313,PUMPFUNUSDT,44,1.82,0.0002000000000000001,2026-01-15 02:00:00,0.002791,1.7605738068389674,stop_loss,ABOVE
LONG,143.41,148.4,142.915,10.08,RANGE,10.72,1.65,16.7965,22.381,4,SWEEP,False,2026-01-15 03:00:00,1.847305868930705,0.9144164051207073,SOLUSDT,12,4.282828282828253,0.49500000000000455,2026-01-15 15:00:00,142.915,-0.9144164051207073,stop_loss,
SHORT,1.8038,,1.8091,,TREND,30.5349,0.0257,11.7451,34.5116,4,BOS,True,2026-01-15 18:00:00,10.39351691676947,1.295032207829474,APTUSDT,13,0.1765650080256826,0.12459999999999982,2026-01-16 07:00:00,1.8091,-0.05508563965887674,stop_loss,BELOW
SHORT,0.1528,,0.14519,,TREND,36.4615,0.0033,17.8142,31.3661,4,BOS,True,2026-01-15 15:00:00,97.66457072620454,0.9961786214072877,XPLUSDT,17,1.213725490196077,0.010200000000000015,2026-01-16 08:00:00,0.14519,0.7432273832264145,stop_loss,BELOW
LONG,173.72,,169.89,,TREND,38.6052,1.4764,19.2066,8.1277,3,BOS,True,2026-01-16 08:00:00,0.31865457043674716,1.2204470047727456,AAVEUSDT,7,0.0,3.8300000000000125,2026-01-16 15:00:00,169.89,-1.2204470047727456,stop_loss,ABOVE
SHORT,0.075,,0.07597,,TREND,30.8303,0.001,4.0205,55.5556,4,BOS,True,2026-01-15 15:00:00,231.25575139812005,1.295032207829474,SIRENUSDT,30,0.3767857142857139,0.005600000000000008,2026-01-16 21:00:00,0.07597,-0.22431807885617613,stop_loss,BELOW
LONG,0.35,,0.3474,,TREND,38.7245,0.0039,39.8148,6.2963,4,BOS,True,2026-01-17 08:00:00,127.38127507168332,0.9935739455591265,OPUSDT,13,0.564102564102568,0.007799999999999974,2026-01-17 21:00:00,0.3474,-0.3311913151863755,stop_loss,ABOVE
LONG,2.1843,,2.1816,,TREND,32.9431,0.0192,39.7179,8.4633,3,BOS,True,2026-01-17 08:00:00,31.409277366160193,2.28031353678323,DOTUSDT,14,0.5137741046831972,0.0726,2026-01-17 22:00:00,2.1816,-0.08480504888863015,stop_loss,ABOVE
LONG,1.8697,,1.8596,,TREND,36.3205,0.0181,46.8688,5.2383,4,BOS,True,2026-01-17 08:00:00,16.98417000955772,0.9935739455591265,APTUSDT,17,0.4786324786324791,0.058499999999999996,2026-01-18 01:00:00,1.8596,-0.1715401170965329,stop_loss,ABOVE
LONG,0.2152,,0.21395,,TREND,33.2722,0.0018,39.6365,6.3805,3,BOS,True,2026-01-17 08:00:00,506.736341507384,2.28031353678323,ARBUSDT,18,1.4711111111111068,0.004500000000000004,2026-01-18 02:00:00,0.21395,-0.6334204268842306,stop_loss,ABOVE
SHORT,0.0762,,0.0769,,TREND,32.2696,0.0007,6.962,32.0675,4,BOS,True,2026-01-18 07:00:00,2654.026435510051,1.8578185048570155,SIRENUSDT,4,0.4428571428571545,0.0006999999999999923,2026-01-18 11:00:00,0.0769,-1.8578185048570155,stop_loss,BELOW
LONG,25.945,,25.72,,TREND,34.903,0.2265,23.5257,15.0741,4,BOS,True,2026-01-18 06:00:00,1.9285980534174365,1.4290911575823197,HYPEUSDT,6,0.10931174089068765,0.7409999999999997,2026-01-18 12:00:00,25.72,-0.43393456201892594,stop_loss,ABOVE
LONG,0.3416,0.3553,0.3363,2.58,RANGE,22.3611,0.0035,16.9355,22.5806,4,SWEEP,False,2026-01-18 15:00:00,169.45048934006493,0.8980875935023487,OPUSDT,8,0.5283018867924444,0.005300000000000027,2026-01-18 23:00:00,0.3363,-0.8980875935023487,stop_loss,
LONG,0.0545,,0.05099,,TREND,32.9458,0.0011,41.3208,8.4906,4,BOS,True,2026-01-18 10:00:00,442.3377392516701,1.8578185048570155,ARCUSDT,14,0.39523809523809544,0.004200000000000002,2026-01-19 00:00:00,0.05099,-1.5526054647733616,stop_loss,ABOVE
SHORT,3210.45,,3215.79,,TREND,39.6935,27.3293,16.539,47.3354,4,BOS,True,2026-01-19 00:00:00,0.006731545697802204,0.9730449306173099,ETHUSDT,8,0.11400899342787961,144.55000000000018,2026-01-19 08:00:00,3215.79,-0.03594645402626475,stop_loss,BELOW
SHORT,0.0057,,0.005254,,TREND,36.6194,0.0,6.2215,40.9712,4,BOS,True,2026-01-18 14:00:00,9814.814414704299,0.9814814414704239,1000PEPEUSDT,26,5.320000000000036,9.99999999999994e-05,2026-01-19 16:00:00,0.005254,4.377407228958119,stop_loss,BELOW
SHORT,0.3052,,0.3325,,TREND,35.2677,0.0093,11.1792,49.3874,4,BOS,True,2026-01-19 00:00:00,30.161144725858456,1.4055093442250033,FARTCOINUSDT,17,0.0,0.046599999999999975,2026-01-19 17:00:00,0.3325,-0.8233992510159356,stop_loss,BELOW
SHORT,0.0674,,0.0677,,TREND,35.2819,0.001,12.0317,24.2075,3,BOS,True,2026-01-20 07:00:00,621.1520617729938,1.7392257729643807,AXLUSDT,7,0.44642857142857234,0.002799999999999997,2026-01-20 14:00:00,0.0677,-0.18634561853189485,stop_loss,BELOW
SHORT,0.6051,,0.6035,,TREND,34.1534,0.0085,12.9958,29.0295,3,BOS,True,2026-01-20 07:00:00,70.98880705977042,1.7392257729643807,ASTERUSDT,22,1.2897959183673413,0.024500000000000077,2026-01-21 05:00:00,0.6035,0.11358209129562805,stop_loss,BELOW
SHORT,1.5516,,1.538,,TREND,36.9182,0.0192,13.892,18.9572,4,BOS,True,2026-01-20 07:00:00,18.414128175951266,0.9851558574133905,NEARUSDT,31,0.9140186915887901,0.05349999999999988,2026-01-21 14:00:00,1.538,0.2504321431929383,stop_loss,BELOW
SHORT,91587.9,,90099.6,,TREND,39.0228,419.8786,10.5541,40.9319,4,BOS,True,2026-01-20 05:00:00,0.0007823664687209191,0.9851558574133905,BTCUSDT,34,2.5476493011435597,1259.2000000000116,2026-01-21 15:00:00,90099.6,1.1643960153973347,stop_loss,BELOW
SHORT,1.549,1.4878,1.5543,11.51,RANGE,8.3687,0.0177,29.0609,26.1588,4,SWEEP,False,2026-01-21 14:00:00,170.19046420931414,0.902009460309379,NEARUSDT,1,0.0,0.005300000000000082,2026-01-21 15:00:00,1.5543,-0.902009460309379,stop_loss,
SHORT,1.5867,1.516,1.6292,1.66,RANGE,18.6825,0.0203,26.8851,16.6314,3,SWEEP,False,2026-01-21 14:00:00,25.94014134223052,1.1024560070447966,APTUSDT,2,1.6682352941176468,0.04249999999999998,2026-01-21 16:00:00,1.516,1.8339679928956973,take_profit,
SHORT,0.8574,0.786,0.8644,10.21,RANGE,10.1299,0.0233,35.1716,27.8493,3,SWEEP,False,2026-01-21 19:00:00,158.64671029350723,1.1105269720545339,VIRTUALUSDT,2,0.18571428571429976,0.006999999999999895,2026-01-21 21:00:00,0.8644,-1.1105269720545339,stop_loss,
SHORT,0.3443,0.325,0.3468,7.86,RANGE,18.6482,0.0082,28.2723,26.0908,3,SWEEP,False,2026-01-21 19:00:00,444.21078882181314,1.1105269720545339,WIFUSDT,2,0.07999999999999112,0.0025000000000000022,2026-01-21 21:00:00,0.3468,-1.1105269720545339,stop_loss,
SHORT,0.1901,0.1791,0.1939,2.89,RANGE,13.3846,0.0039,27.7531,26.5295,3,SWEEP,False,2026-01-21 19:00:00,292.2439400143512,1.1105269720545339,ARBUSDT,13,2.6973684210526283,0.003799999999999998,2026-01-22 08:00:00,0.1791,3.214683340157858,take_profit,
SHORT,1.9704,1.8704,2.0098,2.54,RANGE,16.2046,0.0387,27.6415,23.0131,4,SWEEP,False,2026-01-21 22:00:00,22.88367150283215,0.901616657211584,DOTUSDT,90,3.1370558375634596,0.03939999999999988,2026-01-25 16:00:00,1.8704,2.288367150283212,take_profit,
SHORT,12.495,11.883,12.7449,2.45,RANGE,11.4162,0.2113,29.9865,23.7661,4,SWEEP,False,2026-01-21 22:00:00,3.6079097927634383,0.901616657211584,LINKUSDT,90,2.7851140456182435,0.24990000000000023,2026-01-25 16:00:00,11.883,2.2080407931712247,take_profit,
SHORT,0.3417,,0.3494,,TREND,33.2215,0.0035,10.3239,37.4494,5,BOS,True,2026-01-25 17:00:00,103.26590243521011,1.900092604807863,ADAUSDT,11,0.4021739130434798,0.018399999999999972,2026-01-26 04:00:00,0.3494,-0.7951474487511162,stop_loss,BELOW
